,日期,locationName,當日最高溫度(°C),當日最低溫度(°C),當日平均溫度(°C)
421,2020-05-12,"TAMSUI,淡水",24.7,21.4,23.3
422,2020-05-13,"TAMSUI,淡水",31.5,20.9,26.4
423,2020-05-14,"TAMSUI,淡水",31.8,25.1,27.8
424,2020-05-15,"TAMSUI,淡水",31.4,24.2,27.9
425,2020-05-16,"TAMSUI,淡水",33.0,23.7,26.9
426,2020-05-17,"TAMSUI,淡水",33.2,23.8,28.0
427,2020-05-18,"TAMSUI,淡水",28.2,22.3,25.4
428,2020-05-19,"TAMSUI,淡水",25.1,21.5,23.1
429,2020-05-20,"TAMSUI,淡水",27.9,21.9,24.4
430,2020-05-21,"TAMSUI,淡水",29.2,22.5,24.6
431,2020-05-22,"TAMSUI,淡水",26.5,22.6,23.6
432,2020-05-23,"TAMSUI,淡水",28.3,22.2,24.0
433,2020-05-24,"TAMSUI,淡水",30.2,22.9,25.5
434,2020-05-25,"TAMSUI,淡水",31.0,23.3,26.5
435,2020-05-26,"TAMSUI,淡水",30.5,25.1,27.5
436,2020-05-27,"TAMSUI,淡水",27.5,22.4,23.7
437,2020-05-28,"TAMSUI,淡水",25.4,21.9,23.1
438,2020-05-29,"TAMSUI,淡水",30.5,23.0,25.2
439,2020-05-30,"TAMSUI,淡水",31.0,23.5,27.4
440,2020-05-31,"TAMSUI,淡水",30.1,24.8,27.6
441,2020-06-01,"TAMSUI,淡水",30.7,25.7,27.8
442,2020-06-02,"TAMSUI,淡水",30.6,25.0,27.6
443,2020-06-03,"TAMSUI,淡水",32.8,24.7,28.7
444,2020-06-04,"TAMSUI,淡水",33.9,24.7,29.0
445,2020-06-05,"TAMSUI,淡水",34.6,26.3,29.8
446,2020-06-06,"TAMSUI,淡水",33.8,26.5,29.4
447,2020-06-07,"TAMSUI,淡水",29.4,23.7,25.8
448,2020-06-08,"TAMSUI,淡水",27.6,23.5,25.2
449,2020-06-09,"TAMSUI,淡水",29.1,24.1,26.4
450,2020-06-10,"TAMSUI,淡水",32.0,25.0,28.2
451,2020-06-11,"TAMSUI,淡水",30.5,25.7,28.1
452,2020-06-12,"TAMSUI,淡水",31.8,24.9,28.6
453,2020-06-13,"TAMSUI,淡水",33.3,26.2,29.2
454,2020-06-14,"TAMSUI,淡水",32.7,26.0,28.4
455,2020-06-15,"TAMSUI,淡水",31.7,25.3,28.6
456,2020-06-16,"TAMSUI,淡水",33.5,25.8,29.5
457,2020-06-17,"TAMSUI,淡水",33.7,26.2,30.1
458,2020-06-18,"TAMSUI,淡水",34.7,26.1,30.1
459,2020-06-19,"TAMSUI,淡水",34.0,26.8,30.2
460,2020-06-20,"TAMSUI,淡水",33.5,27.0,30.0
461,2020-06-21,"TAMSUI,淡水",33.7,26.1,30.0
462,2020-06-22,"TAMSUI,淡水",34.1,27.3,30.6
463,2020-06-23,"TAMSUI,淡水",34.4,27.4,30.8
464,2020-06-24,"TAMSUI,淡水",35.2,27.1,30.7
465,2020-06-25,"TAMSUI,淡水",34.4,27.4,30.6
466,2020-06-26,"TAMSUI,淡水",34.1,25.1,28.4
467,2020-06-27,"TAMSUI,淡水",33.3,25.7,29.6
468,2020-06-28,"TAMSUI,淡水",33.4,27.0,29.9
469,2020-06-29,"TAMSUI,淡水",35.2,27.2,30.5
470,2020-06-30,"TAMSUI,淡水",33.8,27.2,30.4
471,2020-07-01,"TAMSUI,淡水",33.0,25.6,28.8
472,2020-07-02,"TAMSUI,淡水",-99.5,-99.5,-99.5
473,2020-07-03,"TAMSUI,淡水",-99.5,24.4,28.2
474,2020-07-04,"TAMSUI,淡水",32.5,26.6,29.4
475,2020-07-05,"TAMSUI,淡水",32.9,26.0,29.6
476,2020-07-06,"TAMSUI,淡水",33.8,26.5,29.7
477,2020-07-07,"TAMSUI,淡水",33.5,27.1,30.2
478,2020-07-08,"TAMSUI,淡水",34.1,27.0,30.2
479,2020-07-09,"TAMSUI,淡水",33.1,28.2,30.3
480,2020-07-10,"TAMSUI,淡水",35.5,26.8,30.6
481,2020-07-11,"TAMSUI,淡水",33.4,26.6,30.1
482,2020-07-12,"TAMSUI,淡水",33.4,27.0,30.1
483,2020-07-13,"TAMSUI,淡水",34.3,26.8,30.1
484,2020-07-14,"TAMSUI,淡水",35.2,26.6,30.8
485,2020-07-15,"TAMSUI,淡水",33.4,27.7,30.0
486,2020-07-16,"TAMSUI,淡水",33.1,28.1,30.3
487,2020-07-17,"TAMSUI,淡水",35.3,26.8,30.7
488,2020-07-18,"TAMSUI,淡水",35.8,26.8,31.0
489,2020-07-19,"TAMSUI,淡水",34.1,27.3,30.0
490,2020-07-20,"TAMSUI,淡水",34.9,25.4,28.7
491,2020-07-21,"TAMSUI,淡水",33.5,25.7,29.1
492,2020-07-22,"TAMSUI,淡水",33.5,26.3,29.8
493,2020-07-23,"TAMSUI,淡水",33.4,27.0,29.9
494,2020-07-24,"TAMSUI,淡水",34.8,26.6,30.7
495,2020-07-25,"TAMSUI,淡水",32.2,27.1,29.2
496,2020-07-26,"TAMSUI,淡水",33.3,26.6,29.2
497,2020-07-27,"TAMSUI,淡水",33.4,26.0,28.2
498,2020-07-28,"TAMSUI,淡水",33.1,25.8,29.1
499,2020-07-29,"TAMSUI,淡水",35.6,26.7,30.9
500,2020-07-30,"TAMSUI,淡水",33.2,27.9,30.6
501,2020-07-31,"TAMSUI,淡水",36.7,29.7,32.2
502,2020-08-01,"TAMSUI,淡水",36.1,29.1,31.8
503,2020-08-02,"TAMSUI,淡水",36.0,26.1,29.9
504,2020-08-03,"TAMSUI,淡水",27.5,25.0,26.1
505,2020-08-04,"TAMSUI,淡水",31.7,25.2,27.5
506,2020-08-05,"TAMSUI,淡水",33.0,24.8,28.3
507,2020-08-06,"TAMSUI,淡水",35.4,26.0,30.5
508,2020-08-07,"TAMSUI,淡水",33.0,27.0,29.9
509,2020-08-08,"TAMSUI,淡水",32.3,26.5,29.5
510,2020-08-09,"TAMSUI,淡水",31.1,26.6,28.9
511,2020-08-10,"TAMSUI,淡水",33.3,26.0,28.9
512,2020-08-11,"TAMSUI,淡水",32.5,25.1,27.4
513,2020-08-12,"TAMSUI,淡水",32.7,25.3,28.5
514,2020-08-13,"TAMSUI,淡水",33.3,26.2,29.0
515,2020-08-14,"TAMSUI,淡水",32.9,26.1,29.0
516,2020-08-15,"TAMSUI,淡水",32.7,26.4,28.5
517,2020-08-16,"TAMSUI,淡水",32.7,25.2,29.2
518,2020-08-17,"TAMSUI,淡水",34.4,28.0,30.6
519,2020-08-18,"TAMSUI,淡水",34.2,28.8,30.5
520,2020-08-19,"TAMSUI,淡水",35.4,26.2,30.9
521,2020-08-20,"TAMSUI,淡水",35.1,26.0,30.9
522,2020-08-21,"TAMSUI,淡水",34.4,27.3,30.8
523,2020-08-22,"TAMSUI,淡水",31.8,25.8,28.0
524,2020-08-23,"TAMSUI,淡水",30.5,25.8,28.4
525,2020-08-24,"TAMSUI,淡水",33.2,27.2,29.6
526,2020-08-25,"TAMSUI,淡水",35.4,27.3,30.8
527,2020-08-26,"TAMSUI,淡水",35.6,27.7,30.5
528,2020-08-27,"TAMSUI,淡水",33.0,25.1,27.4
529,2020-08-28,"TAMSUI,淡水",32.4,25.1,27.6
530,2020-08-29,"TAMSUI,淡水",32.2,25.5,28.7
531,2020-08-30,"TAMSUI,淡水",34.7,27.3,30.0
532,2020-08-31,"TAMSUI,淡水",31.8,25.6,28.2
533,2020-09-01,"TAMSUI,淡水",31.4,26.7,28.8
534,2020-09-02,"TAMSUI,淡水",33.0,27.2,30.0
535,2020-09-03,"TAMSUI,淡水",30.4,25.0,27.6
536,2020-09-04,"TAMSUI,淡水",32.1,24.5,27.8
537,2020-09-05,"TAMSUI,淡水",30.9,23.8,26.8
538,2020-09-06,"TAMSUI,淡水",29.9,23.2,26.1
539,2020-09-07,"TAMSUI,淡水",33.3,22.4,27.8
540,2020-09-08,"TAMSUI,淡水",32.8,26.2,28.6
541,2020-09-09,"TAMSUI,淡水",31.6,25.7,28.2
542,2020-09-10,"TAMSUI,淡水",31.6,25.5,27.7
543,2020-09-11,"TAMSUI,淡水",31.7,26.0,28.5
544,2020-09-12,"TAMSUI,淡水",32.3,24.9,27.8
545,2020-09-13,"TAMSUI,淡水",29.8,24.7,26.8
546,2020-09-14,"TAMSUI,淡水",31.8,25.0,28.0
547,2020-09-15,"TAMSUI,淡水",31.4,25.5,28.2
548,2020-09-16,"TAMSUI,淡水",32.3,25.4,29.0
549,2020-09-17,"TAMSUI,淡水",32.1,26.1,28.9
550,2020-09-18,"TAMSUI,淡水",33.5,25.8,28.9
551,2020-09-19,"TAMSUI,淡水",32.7,27.2,29.3
552,2020-09-20,"TAMSUI,淡水",30.6,24.6,27.0
553,2020-09-21,"TAMSUI,淡水",29.9,23.1,26.1
554,2020-09-22,"TAMSUI,淡水",30.8,22.2,25.8
555,2020-09-23,"TAMSUI,淡水",31.4,22.2,26.3
556,2020-09-24,"TAMSUI,淡水",25.9,21.7,23.9
557,2020-09-25,"TAMSUI,淡水",26.1,20.9,23.5
558,2020-09-26,"TAMSUI,淡水",24.9,21.3,22.8
559,2020-09-27,"TAMSUI,淡水",22.2,20.2,21.2
560,2020-09-28,"TAMSUI,淡水",23.3,21.2,21.9
561,2020-09-29,"TAMSUI,淡水",33.7,21.3,24.4
562,2020-09-30,"TAMSUI,淡水",22.4,20.4,21.2
563,2020-10-01,"TAMSUI,淡水",28.9,20.6,24.3
564,2020-10-02,"TAMSUI,淡水",31.5,21.5,26.1
565,2020-10-03,"TAMSUI,淡水",32.6,23.7,28.5
566,2020-10-04,"TAMSUI,淡水",32.8,24.9,28.3
567,2020-10-05,"TAMSUI,淡水",25.6,21.7,23.3
568,2020-10-06,"TAMSUI,淡水",25.6,21.5,23.0
569,2020-10-07,"TAMSUI,淡水",24.7,22.2,23.4
570,2020-10-08,"TAMSUI,淡水",26.6,21.0,23.1
571,2020-10-09,"TAMSUI,淡水",26.3,20.7,22.3
572,2020-10-10,"TAMSUI,淡水",24.7,21.1,23.3
573,2020-10-11,"TAMSUI,淡水",28.9,22.6,25.4
574,2020-10-12,"TAMSUI,淡水",28.4,24.2,25.4
575,2020-10-13,"TAMSUI,淡水",27.3,23.7,25.0
576,2020-10-14,"TAMSUI,淡水",26.9,23.6,24.9
577,2020-10-15,"TAMSUI,淡水",27.0,24.0,25.2
578,2020-10-16,"TAMSUI,淡水",30.1,22.8,25.4
579,2020-10-17,"TAMSUI,淡水",23.6,21.4,22.3
580,2020-10-18,"TAMSUI,淡水",24.1,20.3,22.0
581,2020-10-19,"TAMSUI,淡水",24.7,20.9,22.7
582,2020-10-20,"TAMSUI,淡水",25.0,20.2,23.1
583,2020-10-21,"TAMSUI,淡水",27.7,22.5,24.6
584,2020-10-22,"TAMSUI,淡水",22.9,18.1,20.7
585,2020-10-23,"TAMSUI,淡水",21.1,18.5,20.0
586,2020-10-24,"TAMSUI,淡水",24.7,20.5,22.1
587,2020-10-25,"TAMSUI,淡水",28.0,21.7,24.0
588,2020-10-26,"TAMSUI,淡水",28.8,21.3,25.1
589,2020-10-27,"TAMSUI,淡水",29.0,23.6,25.9
590,2020-10-28,"TAMSUI,淡水",29.5,22.2,25.3
591,2020-10-29,"TAMSUI,淡水",26.0,22.3,23.8
592,2020-10-30,"TAMSUI,淡水",24.7,20.7,22.4
593,2020-10-31,"TAMSUI,淡水",26.1,18.8,22.6
594,2020-11-01,"TAMSUI,淡水",29.5,20.0,24.6
595,2020-11-02,"TAMSUI,淡水",26.2,20.2,23.3
596,2020-11-03,"TAMSUI,淡水",23.6,17.4,20.1
597,2020-11-04,"TAMSUI,淡水",24.4,17.1,21.0
598,2020-11-05,"TAMSUI,淡水",24.2,19.6,22.3
599,2020-11-06,"TAMSUI,淡水",30.9,22.0,27.2
600,2020-11-07,"TAMSUI,淡水",31.4,19.7,25.2
601,2020-11-08,"TAMSUI,淡水",20.7,18.4,19.4
602,2020-11-09,"TAMSUI,淡水",20.8,18.9,20.0
603,2020-11-10,"TAMSUI,淡水",21.8,19.1,20.6
604,2020-11-11,"TAMSUI,淡水",23.1,20.1,21.5
605,2020-11-12,"TAMSUI,淡水",23.6,21.1,22.3
606,2020-11-13,"TAMSUI,淡水",22.8,20.3,21.5
607,2020-11-14,"TAMSUI,淡水",23.2,19.9,21.8
608,2020-11-15,"TAMSUI,淡水",28.9,20.0,24.0
609,2020-11-16,"TAMSUI,淡水",29.7,20.7,25.3
610,2020-11-17,"TAMSUI,淡水",28.7,24.5,26.0
611,2020-11-18,"TAMSUI,淡水",27.9,21.7,24.4
612,2020-11-19,"TAMSUI,淡水",26.7,21.9,24.0
613,2020-11-20,"TAMSUI,淡水",28.1,22.1,24.3
614,2020-11-21,"TAMSUI,淡水",27.9,22.6,24.5
615,2020-11-22,"TAMSUI,淡水",26.4,19.9,23.2
616,2020-11-23,"TAMSUI,淡水",25.2,19.8,21.9
617,2020-11-24,"TAMSUI,淡水",26.4,20.3,23.0
618,2020-11-25,"TAMSUI,淡水",28.3,20.9,24.5
619,2020-11-26,"TAMSUI,淡水",29.4,23.6,25.6
620,2020-11-27,"TAMSUI,淡水",24.1,18.5,20.8
621,2020-11-28,"TAMSUI,淡水",19.8,18.2,18.8
622,2020-11-29,"TAMSUI,淡水",19.9,17.9,18.7
623,2020-11-30,"TAMSUI,淡水",20.7,17.4,18.5
624,2020-12-01,"TAMSUI,淡水",19.8,17.4,18.5
625,2020-12-02,"TAMSUI,淡水",20.9,16.2,18.0
626,2020-12-03,"TAMSUI,淡水",17.0,14.8,15.7
627,2020-12-04,"TAMSUI,淡水",17.3,15.4,16.2
628,2020-12-05,"TAMSUI,淡水",19.9,15.8,17.7
629,2020-12-06,"TAMSUI,淡水",21.5,17.8,19.6
630,2020-12-07,"TAMSUI,淡水",20.6,18.8,19.6
631,2020-12-08,"TAMSUI,淡水",18.8,16.9,17.7
632,2020-12-09,"TAMSUI,淡水",20.5,16.8,18.7
633,2020-12-10,"TAMSUI,淡水",21.9,19.4,20.4
634,2020-12-11,"TAMSUI,淡水",22.3,19.2,20.3
635,2020-12-12,"TAMSUI,淡水",21.0,17.7,19.2
636,2020-12-13,"TAMSUI,淡水",22.7,16.3,18.6
637,2020-12-14,"TAMSUI,淡水",20.0,14.9,16.6
638,2020-12-15,"TAMSUI,淡水",15.9,14.1,14.9
639,2020-12-16,"TAMSUI,淡水",16.6,14.3,15.2
640,2020-12-17,"TAMSUI,淡水",20.6,14.5,16.7
641,2020-12-18,"TAMSUI,淡水",20.1,16.0,18.1
642,2020-12-19,"TAMSUI,淡水",17.6,14.7,15.5
643,2020-12-20,"TAMSUI,淡水",17.5,15.3,16.0
644,2020-12-21,"TAMSUI,淡水",18.1,14.1,16.0
645,2020-12-22,"TAMSUI,淡水",23.4,15.9,19.2
646,2020-12-23,"TAMSUI,淡水",21.8,18.3,19.2
647,2020-12-24,"TAMSUI,淡水",18.5,16.3,17.4
648,2020-12-25,"TAMSUI,淡水",18.1,15.9,17.1
649,2020-12-26,"TAMSUI,淡水",23.6,16.4,18.9
650,2020-12-27,"TAMSUI,淡水",21.4,16.6,18.7
651,2020-12-28,"TAMSUI,淡水",22.2,17.3,20.1
652,2020-12-29,"TAMSUI,淡水",22.8,18.5,20.6
653,2020-12-30,"TAMSUI,淡水",20.1,8.9,10.7
654,2020-12-31,"TAMSUI,淡水",10.4,6.4,8.7
655,2021-01-01,"TAMSUI,淡水",15.2,9.8,12.7
656,2021-01-02,"TAMSUI,淡水",16.3,12.0,14.1
657,2021-01-03,"TAMSUI,淡水",21.8,13.0,17.0
658,2021-01-04,"TAMSUI,淡水",19.8,15.8,17.5
659,2021-01-05,"TAMSUI,淡水",17.2,14.0,15.4
660,2021-01-06,"TAMSUI,淡水",15.3,13.2,14.2
661,2021-01-07,"TAMSUI,淡水",13.5,7.7,10.6
662,2021-01-08,"TAMSUI,淡水",7.5,5.8,6.5
663,2021-01-09,"TAMSUI,淡水",9.1,5.4,7.6
664,2021-01-10,"TAMSUI,淡水",15.0,8.0,12.3
665,2021-01-11,"TAMSUI,淡水",12.6,8.0,10.4
666,2021-01-12,"TAMSUI,淡水",13.2,5.6,8.8
667,2021-01-13,"TAMSUI,淡水",19.6,5.3,12.1
668,2021-01-14,"TAMSUI,淡水",21.9,9.9,15.4
669,2021-01-15,"TAMSUI,淡水",19.5,11.0,15.0
670,2021-01-16,"TAMSUI,淡水",21.9,13.0,16.7
671,2021-01-17,"TAMSUI,淡水",14.2,11.3,12.5
672,2021-01-18,"TAMSUI,淡水",15.7,11.7,13.7
673,2021-01-19,"TAMSUI,淡水",21.1,13.3,17.2
674,2021-01-20,"TAMSUI,淡水",24.7,17.9,21.2
675,2021-01-21,"TAMSUI,淡水",28.0,18.7,21.8
676,2021-01-22,"TAMSUI,淡水",27.2,19.1,22.4
677,2021-01-23,"TAMSUI,淡水",20.9,17.9,18.8
678,2021-01-24,"TAMSUI,淡水",18.8,14.0,16.6
679,2021-01-25,"TAMSUI,淡水",21.0,14.2,16.6
680,2021-01-26,"TAMSUI,淡水",20.5,12.7,17.1
681,2021-01-27,"TAMSUI,淡水",20.1,16.4,17.7
682,2021-01-28,"TAMSUI,淡水",16.7,13.1,14.9
683,2021-01-29,"TAMSUI,淡水",17.1,13.1,14.6
684,2021-01-30,"TAMSUI,淡水",22.8,14.5,18.0
685,2021-01-31,"TAMSUI,淡水",22.1,13.6,17.0
686,2021-02-01,"TAMSUI,淡水",19.6,13.3,16.0
687,2021-02-02,"TAMSUI,淡水",20.1,12.7,16.2
688,2021-02-03,"TAMSUI,淡水",23.3,12.6,18.2
689,2021-02-04,"TAMSUI,淡水",24.4,14.2,19.8
690,2021-02-05,"TAMSUI,淡水",26.0,15.8,19.8
691,2021-02-06,"TAMSUI,淡水",20.7,13.8,16.5
692,2021-02-07,"TAMSUI,淡水",25.7,14.2,18.8
693,2021-02-08,"TAMSUI,淡水",21.8,17.0,19.1
694,2021-02-09,"TAMSUI,淡水",19.4,15.5,17.7
695,2021-02-10,"TAMSUI,淡水",25.1,18.9,21.0
696,2021-02-11,"TAMSUI,淡水",21.0,17.4,18.6
697,2021-02-12,"TAMSUI,淡水",21.7,17.6,19.0
698,2021-02-13,"TAMSUI,淡水",20.8,16.3,18.2
699,2021-02-14,"TAMSUI,淡水",20.3,14.4,17.1
700,2021-02-15,"TAMSUI,淡水",23.7,13.5,17.9
701,2021-02-16,"TAMSUI,淡水",25.0,16.7,19.5
702,2021-02-17,"TAMSUI,淡水",17.5,10.9,14.5
703,2021-02-18,"TAMSUI,淡水",16.8,10.0,12.8
704,2021-02-19,"TAMSUI,淡水",20.4,8.9,14.5
705,2021-02-20,"TAMSUI,淡水",21.4,10.4,15.4
706,2021-02-21,"TAMSUI,淡水",21.5,12.1,16.0
707,2021-02-22,"TAMSUI,淡水",25.1,13.8,18.3
708,2021-02-23,"TAMSUI,淡水",27.0,14.9,20.6
709,2021-02-24,"TAMSUI,淡水",28.0,18.8,23.3
710,2021-02-25,"TAMSUI,淡水",25.5,16.4,19.1
711,2021-02-26,"TAMSUI,淡水",20.8,16.0,17.6
712,2021-02-27,"TAMSUI,淡水",16.8,15.0,15.7
713,2021-02-28,"TAMSUI,淡水",19.1,15.3,16.5
714,2021-03-01,"TAMSUI,淡水",25.3,15.3,19.4
715,2021-03-02,"TAMSUI,淡水",19.9,12.9,14.6
716,2021-03-03,"TAMSUI,淡水",19.1,13.7,16.7
717,2021-03-04,"TAMSUI,淡水",19.9,14.9,16.4
718,2021-03-05,"TAMSUI,淡水",25.3,15.9,20.2
719,2021-03-06,"TAMSUI,淡水",18.8,14.3,16.5
720,2021-03-07,"TAMSUI,淡水",18.8,16.0,16.9
721,2021-03-08,"TAMSUI,淡水",19.1,16.0,17.5
722,2021-03-09,"TAMSUI,淡水",22.5,15.7,18.9
723,2021-03-10,"TAMSUI,淡水",22.9,17.5,19.4
724,2021-03-11,"TAMSUI,淡水",23.7,16.1,19.5
725,2021-03-12,"TAMSUI,淡水",23.5,15.9,18.7
726,2021-03-13,"TAMSUI,淡水",21.5,15.1,18.2
727,2021-03-14,"TAMSUI,淡水",25.1,15.8,20.2
728,2021-03-15,"TAMSUI,淡水",26.6,17.5,20.7
729,2021-03-16,"TAMSUI,淡水",26.2,17.2,21.3
730,2021-03-17,"TAMSUI,淡水",21.0,17.4,18.8
731,2021-03-18,"TAMSUI,淡水",19.8,17.3,18.2
732,2020-03-18,"ANBU,鞍部",17.2,13.2,14.9
733,2020-03-19,"ANBU,鞍部",17.5,13.0,15.3
734,2020-03-20,"ANBU,鞍部",17.7,13.2,15.3
735,2020-03-21,"ANBU,鞍部",24.4,14.4,18.8
736,2020-03-22,"ANBU,鞍部",25.0,17.2,19.7
737,2020-03-23,"ANBU,鞍部",17.7,13.0,15.4
738,2020-03-24,"ANBU,鞍部",18.6,12.7,15.5
739,2020-03-25,"ANBU,鞍部",24.3,16.6,19.3
740,2020-03-26,"ANBU,鞍部",26.5,16.6,20.4
741,2020-03-27,"ANBU,鞍部",23.6,16.2,19.4
742,2020-03-28,"ANBU,鞍部",17.5,8.1,12.6
743,2020-03-29,"ANBU,鞍部",14.5,8.2,11.2
744,2020-03-30,"ANBU,鞍部",16.5,13.3,14.6
745,2020-03-31,"ANBU,鞍部",20.8,13.6,16.5
746,2020-04-01,"ANBU,鞍部",16.6,9.3,11.7
747,2020-04-02,"ANBU,鞍部",18.2,10.6,13.6
748,2020-04-03,"ANBU,鞍部",20.4,12.7,14.7
749,2020-04-04,"ANBU,鞍部",13.3,9.5,11.7
750,2020-04-05,"ANBU,鞍部",12.1,8.9,10.5
751,2020-04-06,"ANBU,鞍部",13.7,10.2,11.9
752,2020-04-07,"ANBU,鞍部",13.2,9.7,11.1
753,2020-04-08,"ANBU,鞍部",13.7,11.3,12.3
754,2020-04-09,"ANBU,鞍部",18.0,11.6,13.9
755,2020-04-10,"ANBU,鞍部",19.9,13.3,15.4
756,2020-04-11,"ANBU,鞍部",19.6,13.5,15.2
757,2020-04-12,"ANBU,鞍部",14.0,6.1,9.0
758,2020-04-13,"ANBU,鞍部",15.0,6.4,10.5
759,2020-04-14,"ANBU,鞍部",18.0,9.6,13.1
760,2020-04-15,"ANBU,鞍部",17.0,10.4,13.4
761,2020-04-16,"ANBU,鞍部",23.3,11.7,17.2
762,2020-04-17,"ANBU,鞍部",22.9,12.1,18.1
763,2020-04-18,"ANBU,鞍部",23.2,14.5,19.3
764,2020-04-19,"ANBU,鞍部",24.9,17.2,20.2
765,2020-04-20,"ANBU,鞍部",21.0,16.9,18.3
766,2020-04-21,"ANBU,鞍部",20.0,15.0,17.3
767,2020-04-22,"ANBU,鞍部",15.2,12.4,13.3
768,2020-04-23,"ANBU,鞍部",13.7,10.4,11.9
769,2020-04-24,"ANBU,鞍部",12.3,10.1,10.9
770,2020-04-25,"ANBU,鞍部",17.4,11.6,14.3
771,2020-04-26,"ANBU,鞍部",18.1,14.3,15.7
772,2020-04-27,"ANBU,鞍部",17.6,14.8,15.8
773,2020-04-28,"ANBU,鞍部",19.4,14.3,16.1
774,2020-04-29,"ANBU,鞍部",24.2,15.1,18.0
775,2020-04-30,"ANBU,鞍部",24.6,14.4,19.1
776,2020-05-01,"ANBU,鞍部",25.6,16.3,20.4
777,2020-05-02,"ANBU,鞍部",26.4,17.7,21.0
778,2020-05-03,"ANBU,鞍部",23.7,20.0,21.3
779,2020-05-04,"ANBU,鞍部",27.6,20.0,23.1
780,2020-05-05,"ANBU,鞍部",27.1,19.7,22.9
781,2020-05-06,"ANBU,鞍部",24.0,19.3,21.3
782,2020-05-07,"ANBU,鞍部",22.0,19.0,20.5
783,2020-05-08,"ANBU,鞍部",26.4,20.0,22.2
784,2020-05-09,"ANBU,鞍部",28.0,20.8,23.5
785,2020-05-10,"ANBU,鞍部",28.3,20.7,23.2
786,2020-05-11,"ANBU,鞍部",24.5,19.5,21.3
787,2020-05-12,"ANBU,鞍部",21.2,17.1,19.2
788,2020-05-13,"ANBU,鞍部",22.1,17.1,18.7
789,2020-05-14,"ANBU,鞍部",26.0,18.5,21.7
790,2020-05-15,"ANBU,鞍部",25.4,19.0,22.3
791,2020-05-16,"ANBU,鞍部",27.4,18.9,22.2
792,2020-05-17,"ANBU,鞍部",26.9,19.9,22.5
793,2020-05-18,"ANBU,鞍部",21.8,18.1,20.3
794,2020-05-19,"ANBU,鞍部",20.6,17.5,19.2
795,2020-05-20,"ANBU,鞍部",22.6,18.4,19.6
796,2020-05-21,"ANBU,鞍部",22.4,18.9,20.2
797,2020-05-22,"ANBU,鞍部",21.9,19.5,20.4
798,2020-05-23,"ANBU,鞍部",20.9,18.8,19.5
799,2020-05-24,"ANBU,鞍部",24.7,17.6,20.0
800,2020-05-25,"ANBU,鞍部",24.2,18.6,21.4
801,2020-05-26,"ANBU,鞍部",25.0,19.9,21.9
802,2020-05-27,"ANBU,鞍部",22.1,18.5,19.7
803,2020-05-28,"ANBU,鞍部",21.8,18.7,20.2
804,2020-05-29,"ANBU,鞍部",26.1,20.0,21.5
805,2020-05-30,"ANBU,鞍部",25.6,20.9,22.9
806,2020-05-31,"ANBU,鞍部",24.4,21.6,22.3
807,2020-06-01,"ANBU,鞍部",25.7,21.5,22.7
808,2020-06-02,"ANBU,鞍部",26.2,20.5,22.7
809,2020-06-03,"ANBU,鞍部",27.1,21.9,23.7
810,2020-06-04,"ANBU,鞍部",29.0,22.0,23.9
811,2020-06-05,"ANBU,鞍部",28.6,22.0,24.0
812,2020-06-06,"ANBU,鞍部",25.8,21.4,23.3
813,2020-06-07,"ANBU,鞍部",23.8,20.0,21.5
814,2020-06-08,"ANBU,鞍部",22.9,19.2,20.8
815,2020-06-09,"ANBU,鞍部",25.2,19.4,21.6
816,2020-06-10,"ANBU,鞍部",26.6,20.4,23.2
817,2020-06-11,"ANBU,鞍部",25.2,21.2,22.9
818,2020-06-12,"ANBU,鞍部",27.4,20.5,23.7
819,2020-06-13,"ANBU,鞍部",27.6,21.1,23.6
820,2020-06-14,"ANBU,鞍部",27.7,20.3,23.3
821,2020-06-15,"ANBU,鞍部",26.6,20.8,23.1
822,2020-06-16,"ANBU,鞍部",28.3,21.8,24.7
823,2020-06-17,"ANBU,鞍部",29.5,22.4,25.2
824,2020-06-18,"ANBU,鞍部",29.2,21.9,25.0
825,2020-06-19,"ANBU,鞍部",29.3,21.8,24.9
826,2020-06-20,"ANBU,鞍部",27.6,21.7,24.0
827,2020-06-21,"ANBU,鞍部",27.9,21.9,24.5
828,2020-06-22,"ANBU,鞍部",28.9,22.0,24.5
829,2020-06-23,"ANBU,鞍部",29.2,21.7,24.7
830,2020-06-24,"ANBU,鞍部",29.7,22.6,25.1
831,2020-06-25,"ANBU,鞍部",28.5,21.1,24.4
832,2020-06-26,"ANBU,鞍部",28.4,20.8,23.4
833,2020-06-27,"ANBU,鞍部",28.4,20.8,24.3
834,2020-06-28,"ANBU,鞍部",28.1,21.6,24.3
835,2020-06-29,"ANBU,鞍部",28.5,21.9,24.4
836,2020-06-30,"ANBU,鞍部",28.1,22.8,24.5
837,2020-07-01,"ANBU,鞍部",27.4,21.8,23.8
838,2020-07-02,"ANBU,鞍部",27.4,20.0,22.6
839,2020-07-03,"ANBU,鞍部",27.8,20.3,24.2
840,2020-07-04,"ANBU,鞍部",28.8,22.4,24.6
841,2020-07-05,"ANBU,鞍部",29.6,21.8,24.5
842,2020-07-06,"ANBU,鞍部",26.9,22.3,23.9
843,2020-07-07,"ANBU,鞍部",27.2,22.2,24.2
844,2020-07-08,"ANBU,鞍部",28.2,22.1,24.3
845,2020-07-09,"ANBU,鞍部",26.8,22.7,24.3
846,2020-07-10,"ANBU,鞍部",29.2,22.1,24.7
